algorithm,maze_rows,maze_cols,density,trial,runtime,peak_memory,path_length,nodes_explored,success
Astar,20,20,0.2,3,0.0005113999359309673,31768,38,210,1
ACO,20,20,0.2,3,0.37236640008632094,19728,38,31579,1
BFS,20,20,0.2,4,0.00047530001029372215,51704,38,333,1
DFS,20,20,0.2,4,0.0003136999439448118,15584,80,83,1
Astar,20,20,0.2,4,0.0006451000226661563,31736,38,240,1
ACO,20,20,0.2,4,0.4171922999667004,19304,42,40100,1
BFS,20,20,0.2,5,0.00042020005639642477,51704,38,330,1
DFS,20,20,0.2,5,0.0006616999162361026,22912,120,211,1
Astar,20,20,0.2,5,0.0006283000111579895,31768,38,260,1
ACO,20,20,0.2,5,0.45671150006819516,21040,38,44626,1
BFS,20,20,0.2,6,0.0003952999832108617,51704,38,322,1
DFS,20,20,0.2,6,0.0005706000374630094,22912,94,167,1
Astar,20,20,0.2,6,0.000595899997279048,31800,38,241,1
ACO,20,20,0.2,6,0.4337264000205323,22088,38,42213,1
BFS,20,20,0.2,7,0.0003397000255063176,51704,38,311,1
DFS,20,20,0.2,7,0.0004970000591129065,22816,116,170,1
Astar,20,20,0.2,7,0.0006885000038892031,31768,38,218,1
ACO,20,20,0.2,7,0.343027799972333,19344,40,34115,1
BFS,20,20,0.2,8,0.0004048999398946762,51704,38,312,1
DFS,20,20,0.2,8,0.0002821000525727868,15520,66,78,1
Astar,20,20,0.2,8,0.0005636999849230051,31768,38,220,1
ACO,20,20,0.2,8,0.41254150005988777,21736,38,38322,1
BFS,20,20,0.2,9,0.0003773999633267522,51704,38,320,1
DFS,20,20,0.2,9,0.0007479999912902713,51184,68,260,1
Astar,20,20,0.2,9,0.0005802999949082732,31800,38,254,1
ACO,20,20,0.2,9,0.4483002000488341,19880,38,39891,1
BFS,20,20,0.2,10,0.0003961999900639057,51704,38,329,1
DFS,20,20,0.2,10,0.00029980007093399763,15584,74,94,1
Astar,20,20,0.2,10,0.0006362999556586146,31832,38,276,1
ACO,20,20,0.2,10,0.48112610005773604,21872,40,43347,1
BFS,20,20,0.2,11,0.0003567000385373831,51704,38,310,1
DFS,20,20,0.2,11,0.0015486000338569283,22816,64,240,1
Astar,20,20,0.2,11,0.0004908000119030476,31928,38,204,1
ACO,20,20,0.2,11,0.37878649996127933,20024,42,37717,1
BFS,20,20,0.2,12,0.00034580007195472717,51704,38,318,1
DFS,20,20,0.2,12,0.0002543999580666423,15584,68,78,1
Astar,20,20,0.2,12,0.000598000013269484,31800,38,270,1
ACO,20,20,0.2,12,0.3260709000751376,19392,38,33875,1
BFS,20,20,0.2,13,0.0003291000612080097,23560,42,293,1
DFS,20,20,0.2,13,0.0007372000254690647,22720,54,254,1
Astar,20,20,0.2,13,0.0009205000242218375,31768,42,288,1
ACO,20,20,0.2,13,0.39296009996905923,20336,42,36279,1
BFS,20,20,0.2,14,0.0003557000309228897,51704,38,323,1
DFS,20,20,0.2,14,0.0006547999801114202,22912,96,225,1
Astar,20,20,0.2,14,0.0005317999748513103,31768,38,233,1
ACO,20,20,0.2,14,0.41211620008107275,21264,38,36548,1
BFS,20,20,0.2,15,0.00038240000139921904,51704,38,317,1
DFS,20,20,0.2,15,0.00045419996604323387,23040,106,132,1
Astar,20,20,0.2,15,0.0005285999504849315,31768,38,213,1
ACO,20,20,0.2,15,0.46866710006725043,22552,38,44139,1
BFS,20,20,0.2,16,0.00036349997390061617,51704,38,323,1
DFS,20,20,0.2,16,0.0006619999185204506,22912,88,222,1
Astar,20,20,0.2,16,0.0010578000219538808,31800,38,295,1
ACO,20,20,0.2,16,0.3433426000410691,16928,38,30297,1
BFS,20,20,0.2,17,0.00039039994589984417,51704,38,316,1
DFS,20,20,0.2,17,0.0007020999910309911,22912,72,246,1
Astar,20,20,0.2,17,0.0005845000268891454,31832,38,258,1
ACO,20,20,0.2,17,0.32066570001188666,18328,44,33507,1
BFS,20,20,0.2,18,0.0003800999838858843,51704,38,322,1
DFS,20,20,0.2,18,0.0005607000784948468,22720,86,181,1
Astar,20,20,0.2,18,0.0005146999610587955,31768,38,204,1
ACO,20,20,0.2,18,0.42306100006680936,20240,42,38170,1
BFS,20,20,0.2,19,0.0003696000203490257,51704,38,311,1
DFS,20,20,0.2,19,0.0003149999538436532,15584,68,102,1
Astar,20,20,0.2,19,0.0005465999711304903,31768,38,233,1
ACO,20,20,0.2,19,0.3911065999418497,18880,40,37261,1
BFS,20,20,0.2,20,0.0003766999579966068,51704,38,329,1
DFS,20,20,0.2,20,0.000557800056412816,22912,136,182,1
Astar,20,20,0.2,20,0.0005459999665617943,31832,38,226,1
ACO,20,20,0.2,20,0.5098884999752045,21032,42,43162,1
BFS,20,20,0.3,1,0.00034330005291849375,23560,38,274,1
DFS,20,20,0.3,1,0.0007440000772476196,22720,58,230,1
Astar,20,20,0.3,1,0.0005650999955832958,31800,38,212,1
ACO,20,20,0.3,1,0.1484696000115946,7616,0,16940,0
BFS,20,20,0.3,2,0.00032410002313554287,23560,38,281,1
DFS,20,20,0.3,2,0.0004887999966740608,22624,68,163,1
Astar,20,20,0.3,2,0.00045780010987073183,31736,38,199,1
ACO,20,20,0.3,2,0.29608840006403625,15136,40,27894,1
BFS,20,20,0.3,3,0.0003233000170439482,23560,38,283,1
DFS,20,20,0.3,3,0.0007228999165818095,22752,72,251,1
Astar,20,20,0.3,3,0.000467300065793097,31736,38,204,1
ACO,20,20,0.3,3,0.3465159999905154,17496,38,35904,1
BFS,20,20,0.3,4,0.0003448999486863613,23560,38,271,1
DFS,20,20,0.3,4,0.00035340001340955496,15552,76,98,1
Astar,20,20,0.3,4,0.00040639995131641626,31832,38,148,1
ACO,20,20,0.3,4,0.29773230000864714,11192,40,27703,1
BFS,20,20,0.3,5,0.00030499999411404133,23560,38,248,1
DFS,20,20,0.3,5,0.0006071999669075012,22432,46,214,1
Astar,20,20,0.3,5,0.0003616999601945281,31800,38,146,1
ACO,20,20,0.3,5,0.10015680000651628,7288,0,11994,0
BFS,20,20,0.3,6,0.00027520000003278255,23560,38,239,1
DFS,20,20,0.3,6,0.00048719998449087143,22560,60,160,1
Astar,20,20,0.3,6,0.0002093000803142786,13904,38,75,1
ACO,20,20,0.3,6,0.14396940008737147,15680,0,14863,0
BFS,20,20,0.3,7,0.0002964999293908477,23560,38,230,1
DFS,20,20,0.3,7,0.0006280000088736415,22592,62,187,1
Astar,20,20,0.3,7,0.0002533999504521489,19896,38,85,1
ACO,20,20,0.3,7,0.18277489999309182,8072,42,20855,1
BFS,20,20,0.3,8,0.00030960002914071083,23560,40,267,1
DFS,20,20,0.3,8,0.0003019000869244337,15520,70,88,1
Astar,20,20,0.3,8,0.0007075000321492553,31768,40,173,1
ACO,20,20,0.3,8,0.41554570000153035,13184,44,40160,1
BFS,20,20,0.3,9,0.00042799999937415123,23560,38,299,1
DFS,20,20,0.3,9,0.0006457999115809798,22816,76,185,1
Astar,20,20,0.3,9,0.00047830003313720226,31768,38,173,1
ACO,20,20,0.3,9,0.4011682999553159,20024,38,36791,1
BFS,20,20,0.3,10,0.0003165999660268426,23560,38,272,1
DFS,20,20,0.3,10,0.000653900089673698,22496,58,209,1
Astar,20,20,0.3,10,0.0004533999599516392,31768,38,182,1
ACO,20,20,0.3,10,0.3488192999502644,19680,38,35245,1
BFS,20,20,0.3,11,0.0002218999434262514,23560,42,183,1
DFS,20,20,0.3,11,0.0006735000060871243,22720,52,213,1
Astar,20,20,0.3,11,0.00028719997499138117,19952,42,116,1
ACO,20,20,0.3,11,0.11250270006712526,7616,0,12975,0
BFS,20,20,0.3,12,0.00034499994944781065,23560,38,276,1
DFS,20,20,0.3,12,0.0005030999891459942,22720,80,153,1
Astar,20,20,0.3,12,0.0003624000819399953,19896,38,127,1
ACO,20,20,0.3,12,0.35521239996887743,20600,40,35978,1
BFS,20,20,0.3,13,0.00032190000638365746,23560,38,286,1
DFS,20,20,0.3,13,0.00037859997246414423,15520,54,130,1
Astar,20,20,0.3,13,0.00038929993752390146,31800,38,152,1
ACO,20,20,0.3,13,0.13928410003427416,7976,0,15388,0
BFS,20,20,0.3,14,0.00024309998843818903,23560,38,188,1
DFS,20,20,0.3,14,0.00039389997255057096,15520,42,99,1
Astar,20,20,0.3,14,0.0003242000238969922,19928,38,127,1
ACO,20,20,0.3,14,0.1535697999643162,7432,0,15603,0
BFS,20,20,0.3,15,0.0003151999553665519,23560,38,267,1
DFS,20,20,0.3,15,0.0005267000524327159,22592,78,168,1
Astar,20,20,0.3,15,0.0002693000715225935,19896,38,102,1
ACO,20,20,0.3,15,0.11302819999400526,7480,44,12972,1
BFS,20,20,0.3,16,0.00029390002600848675,23560,54,248,1
DFS,20,20,0.3,16,0.0004891999997198582,22624,70,161,1
Astar,20,20,0.3,16,0.0004640000406652689,31640,54,192,1
ACO,20,20,0.3,16,0.11484489997383207,7592,0,14258,0
BFS,20,20,0.3,17,0.00030289997812360525,23560,38,255,1
DFS,20,20,0.3,17,0.0005556000396609306,22720,70,189,1
Astar,20,20,0.3,17,0.00035619991831481457,31832,38,149,1
ACO,20,20,0.3,17,0.1061099999351427,7744,0,11534,0
BFS,20,20,0.3,18,0.0003370000049471855,23560,40,273,1
DFS,20,20,0.3,18,0.0005032999906688929,22720,64,160,1
Astar,20,20,0.3,18,0.000528800068423152,19896,40,129,1
ACO,20,20,0.3,18,0.12531210004817694,7696,0,10711,0
BFS,20,20,0.3,19,0.0003200999926775694,23560,38,232,1
DFS,20,20,0.3,19,0.00038240000139921904,15456,66,112,1
Astar,20,20,0.3,19,0.0003173000877723098,19896,38,100,1
ACO,20,20,0.3,19,0.35524290008470416,11640,38,33813,1
BFS,20,20,0.3,20,0.0003557999152690172,23560,38,292,1
DFS,20,20,0.3,20,0.00027929991483688354,15520,60,90,1
Astar,20,20,0.3,20,0.0003605999518185854,31800,38,148,1
ACO,20,20,0.3,20,0.3436217999551445,19016,38,35253,1
BFS,20,20,0.4,1,0.0002133999951183796,23560,44,171,1
DFS,20,20,0.4,1,0.00043869996443390846,15392,50,147,1
Astar,20,20,0.4,1,0.0002519999397918582,19952,44,98,1
ACO,20,20,0.4,1,0.05091440002433956,6400,0,4895,0
BFS,20,20,0.4,2,0.0002576999831944704,23560,40,201,1
DFS,20,20,0.4,2,0.0005733000580221415,22432,46,181,1
Astar,20,20,0.4,2,0.0002703999634832144,19832,40,103,1
ACO,20,20,0.4,2,0.29402030003257096,13096,40,28624,1
BFS,20,20,0.4,3,0.0002688999520614743,23560,42,197,1
DFS,20,20,0.4,3,0.00045080005656927824,22624,86,134,1
Astar,20,20,0.4,3,0.00027269998099654913,19896,42,100,1
ACO,20,20,0.4,3,0.18984420003835112,10984,48,22359,1
BFS,20,20,0.4,4,0.000215300009585917,23560,48,185,1
DFS,20,20,0.4,4,0.0003909000661224127,15456,60,124,1
Astar,20,20,0.4,4,0.00038680003490298986,31576,48,170,1
ACO,20,20,0.4,4,0.1167583999922499,6712,0,12185,0
BFS,20,20,0.4,5,0.0002858999650925398,23560,60,215,1
DFS,20,20,0.4,5,0.00043219991493970156,22624,68,137,1
Astar,20,20,0.4,5,0.0004870000993832946,31608,60,208,1
ACO,20,20,0.4,5,0.11952459998428822,6904,0,14034,0
BFS,20,20,0.4,6,0.0002419000957161188,23560,38,196,1
DFS,20,20,0.4,6,0.0004287000047042966,15456,62,141,1
Astar,20,20,0.4,6,0.00021239998750388622,13872,38,73,1
ACO,20,20,0.4,6,0.13361330004408956,7072,0,14844,0
BFS,20,20,0.4,7,0.00023889995645731688,23560,38,208,1
DFS,20,20,0.4,7,0.00045739999040961266,22592,46,148,1
Astar,20,20,0.4,7,0.0003065000055357814,19928,38,123,1
ACO,20,20,0.4,7,0.11366809997707605,6688,0,14099,0
BFS,20,20,0.4,8,0.00024120009038597345,23560,42,219,1
DFS,20,20,0.4,8,0.00034289993345737457,15520,52,115,1
Astar,20,20,0.4,8,0.0002853999612852931,19832,42,117,1
ACO,20,20,0.4,8,0.05749809998087585,7000,0,6566,0
BFS,20,20,0.4,9,0.00019559997599571943,23560,38,175,1
DFS,20,20,0.4,9,0.0004363999469205737,15360,42,154,1
Astar,20,20,0.4,9,0.00021710002329200506,19928,38,91,1
ACO,20,20,0.4,9,0.05998079990968108,6400,0,6672,0
BFS,20,20,0.4,10,0.00020000000949949026,16520,38,155,1
DFS,20,20,0.4,10,0.00037180003710091114,15456,46,114,1
Astar,20,20,0.4,10,0.00040630006697028875,19832,38,105,1
ACO,20,20,0.4,10,0.18616150005254894,11272,40,24413,1
BFS,20,20,0.4,11,0.00024179997853934765,23560,50,207,1
DFS,20,20,0.4,11,0.00039870000910013914,15456,58,132,1
Astar,20,20,0.4,11,0.0004357999423518777,31640,50,176,1
ACO,20,20,0.4,11,0.10546270001213998,6952,0,10017,0
BFS,20,20,0.4,12,0.00023680005688220263,23560,40,192,1
DFS,20,20,0.4,12,0.00034410005901008844,15360,44,105,1
Astar,20,20,0.4,12,0.0003114999271929264,19832,40,119,1
ACO,20,20,0.4,12,0.10028350003995001,6784,0,10184,0
BFS,20,20,0.4,13,0.0002824000548571348,23560,40,230,1
DFS,20,20,0.4,13,0.0004459000192582607,15520,40,143,1
Astar,20,20,0.4,13,0.00034469994716346264,19832,40,141,1
ACO,20,20,0.4,13,0.11007719999179244,6856,0,11386,0
BFS,20,20,0.4,14,0.0002442999975755811,23560,46,197,1
DFS,20,20,0.4,14,0.00024039996787905693,15456,50,71,1
Astar,20,20,0.4,14,0.00044049997813999653,31608,46,176,1
ACO,20,20,0.4,14,0.11310809990391135,6808,0,12462,0
BFS,20,20,0.4,15,0.0002615000121295452,23560,42,227,1
DFS,20,20,0.4,15,0.00027379998937249184,15456,44,86,1
Astar,20,20,0.4,15,0.00037589995190501213,19864,42,153,1
ACO,20,20,0.4,15,0.13089040003251284,6952,0,14871,0
BFS,20,20,0.4,16,0.0002540999557822943,23560,38,204,1
DFS,20,20,0.4,16,0.0002989999484270811,15392,46,90,1
Astar,20,20,0.4,16,0.0002617000136524439,19928,38,96,1
ACO,20,20,0.4,16,0.06325420003850013,6952,0,7049,0
BFS,20,20,0.4,17,0.0002620000159367919,23560,42,233,1
DFS,20,20,0.4,17,0.00033400009851902723,15424,58,116,1
Astar,20,20,0.4,17,0.00039979990106076,31736,42,154,1
ACO,20,20,0.4,17,0.0733638999518007,6904,0,8404,0
BFS,20,20,0.4,18,0.0002253999700769782,23560,46,198,1
DFS,20,20,0.4,18,0.00023140001576393843,15488,52,71,1
Astar,20,20,0.4,18,0.00037650007288903,31672,46,158,1
ACO,20,20,0.4,18,0.11554810008965433,6904,0,14031,0
BFS,20,20,0.4,19,0.0002930000191554427,23560,38,213,1
DFS,20,20,0.4,19,0.00045980000868439674,15456,70,118,1
Astar,20,20,0.4,19,0.0003442999441176653,19896,38,121,1
ACO,20,20,0.4,19,0.14334459998644888,6784,0,14891,0
BFS,20,20,0.4,20,0.0006666999543085694,16520,40,165,1
DFS,20,20,0.4,20,0.0004914000164717436,15392,50,139,1
Astar,20,20,0.4,20,0.0003657001070678234,19960,40,134,1
ACO,20,20,0.4,20,0.10646129993256181,7072,0,13360,0
BFS,40,40,0.1,1,0.0016038999892771244,243208,78,1448,1
DFS,40,40,0.1,1,0.002109199995175004,90816,446,759,1
Astar,40,40,0.1,1,0.0038018999621272087,260328,78,1281,1
ACO,40,40,0.1,1,0.34585340006742626,44160,0,31361,0
BFS,40,40,0.1,2,0.0016023999778553843,243208,78,1429,1
DFS,40,40,0.1,2,0.0030269999988377094,245600,312,1092,1
Astar,40,40,0.1,2,0.002763100084848702,126160,78,1195,1
ACO,40,40,0.1,2,0.5805876000085846,43448,88,45342,1
BFS,40,40,0.1,3,0.0016061000060290098,243208,78,1426,1
DFS,40,40,0.1,3,0.0005840999074280262,62080,182,188,1
Astar,40,40,0.1,3,0.0029037001077085733,125944,78,1203,1
ACO,40,40,0.1,3,0.38926969992462546,43352,0,35738,0
BFS,40,40,0.1,4,0.0018583000637590885,243208,78,1442,1
DFS,40,40,0.1,4,0.0026768000097945333,204624,478,824,1
Astar,40,40,0.1,4,0.0038455999456346035,319984,78,1373,1
ACO,40,40,0.1,4,0.5261183999245986,43736,92,43031,1
BFS,40,40,0.1,5,0.001819700002670288,243208,78,1416,1
DFS,40,40,0.1,5,0.0038665999891236424,245152,206,1195,1
Astar,40,40,0.1,5,0.0036338999634608626,316528,78,1299,1
ACO,40,40,0.1,5,0.7925567999482155,49560,86,63212,1
BFS,40,40,0.1,6,0.0016496999887749553,243208,78,1432,1
DFS,40,40,0.1,6,0.0013645000290125608,62080,182,474,1
Astar,40,40,0.1,6,0.0030879999976605177,316400,78,1331,1
ACO,40,40,0.1,6,0.4148639999330044,43496,0,39696,0
BFS,40,40,0.1,7,0.0018139999592676759,243208,78,1441,1
DFS,40,40,0.1,7,0.003311899956315756,204624,246,1056,1
Astar,40,40,0.1,7,0.0033816000213846564,238600,78,1255,1
ACO,40,40,0.1,7,0.32054679992143065,43712,0,30490,0
BFS,40,40,0.1,8,0.0016271000495180488,243208,78,1443,1
DFS,40,40,0.1,8,0.002919199992902577,205136,330,1040,1
Astar,40,40,0.1,8,0.0028850999660789967,238568,78,1270,1
ACO,40,40,0.1,8,0.35483029996976256,43760,0,29228,0
BFS,40,40,0.1,9,0.0016910999547690153,243208,78,1447,1
DFS,40,40,0.1,9,0.0020710000535473228,91168,420,683,1
Astar,40,40,0.1,9,0.002929199952632189,238568,78,1259,1
ACO,40,40,0.1,9,0.39776209997944534,43856,0,37819,0
BFS,40,40,0.1,10,0.0017091999761760235,243208,78,1443,1
DFS,40,40,0.1,10,0.0008022000547498465,62080,222,232,1
Astar,40,40,0.1,10,0.0030891000060364604,125944,78,1202,1
ACO,40,40,0.1,10,0.3715165000176057,43760,0,31546,0
BFS,40,40,0.1,11,0.0017154000233858824,243208,78,1442,1
DFS,40,40,0.1,11,0.0036896999226883054,245152,194,1210,1
Astar,40,40,0.1,11,0.003160299966111779,238568,78,1246,1
ACO,40,40,0.1,11,0.4185780000407249,43760,0,39316,0
BFS,40,40,0.1,12,0.0018942001042887568,243208,78,1438,1
DFS,40,40,0.1,12,0.0009626999963074923,62080,260,310,1
Astar,40,40,0.1,12,0.0027310000732541084,125944,78,1178,1
ACO,40,40,0.1,12,0.4360453999834135,45240,176,32707,1
BFS,40,40,0.1,13,0.0015959999291226268,243208,78,1448,1
DFS,40,40,0.1,13,0.002556600025855005,205136,440,857,1
Astar,40,40,0.1,13,0.003257000003941357,316432,78,1314,1
ACO,40,40,0.1,13,0.5772798000834882,43880,82,43419,1
BFS,40,40,0.1,14,0.001752199954353273,243208,78,1423,1
DFS,40,40,0.1,14,0.000951100024394691,62080,274,319,1
Astar,40,40,0.1,14,0.0027002000715583563,126608,78,1136,1
ACO,40,40,0.1,14,0.3517379000550136,43280,0,34084,0
BFS,40,40,0.1,15,0.0015691000735387206,243208,78,1438,1
DFS,40,40,0.1,15,0.0021020000567659736,90816,416,732,1
Astar,40,40,0.1,15,0.002368799992837012,126072,78,1016,1
ACO,40,40,0.1,15,0.4138180000009015,43664,102,36710,1
BFS,40,40,0.1,16,0.0015499000437557697,243208,78,1452,1
DFS,40,40,0.1,16,0.0015021000290289521,90816,414,512,1
Astar,40,40,0.1,16,0.0032244999893009663,316528,78,1354,1
ACO,40,40,0.1,16,0.547457900014706,46376,100,41866,1
BFS,40,40,0.1,17,0.0016893999418243766,243208,78,1461,1
DFS,40,40,0.1,17,0.003168499912135303,245152,304,1071,1
Astar,40,40,0.1,17,0.0033171999966725707,316528,78,1328,1
ACO,40,40,0.1,17,0.7716293999692425,47104,96,58006,1
BFS,40,40,0.1,18,0.0018625999800860882,243208,78,1431,1
DFS,40,40,0.1,18,0.001770599978044629,90816,336,513,1
Astar,40,40,0.1,18,0.003266399959102273,238568,78,1244,1
ACO,40,40,0.1,18,0.21805879997555166,43496,0,19029,0
BFS,40,40,0.1,19,0.0015339999226853251,243208,78,1426,1
DFS,40,40,0.1,19,0.0007766000926494598,61888,220,268,1
Astar,40,40,0.1,19,0.0031971000134944916,316528,78,1306,1
ACO,40,40,0.1,19,0.3903989000245929,43352,108,33915,1
BFS,40,40,0.1,20,0.0017320000333711505,243208,78,1429,1
DFS,40,40,0.1,20,0.001631299965083599,90496,272,548,1
Astar,40,40,0.1,20,0.002966900006867945,238568,78,1260,1
ACO,40,40,0.1,20,0.36516090005170554,43424,0,33461,0
BFS,40,40,0.2,1,0.0014746999368071556,202232,78,1280,1
DFS,40,40,0.2,1,0.0014067000010982156,61728,234,492,1
Astar,40,40,0.2,1,0.002590599935501814,125944,78,1087,1
ACO,40,40,0.2,1,0.31472499994561076,39944,0,30478,0
BFS,40,40,0.2,2,0.0013333000242710114,202232,78,1241,1
DFS,40,40,0.2,2,0.0005975000094622374,51632,168,197,1
Astar,40,40,0.2,2,0.0014911000616848469,125944,78,668,1
ACO,40,40,0.2,2,0.2267859000712633,39416,0,21084,0
BFS,40,40,0.2,3,0.0014149000635370612,202232,78,1265,1
DFS,40,40,0.2,3,0.0022844000486657023,90208,234,825,1
Astar,40,40,0.2,3,0.0021988999797031283,126072,78,962,1
ACO,40,40,0.2,3,0.24811519996728748,39632,0,24309,0
BFS,40,40,0.2,4,0.001491399947553873,202232,78,1300,1
DFS,40,40,0.2,4,0.0018207000102847815,90208,410,628,1
Astar,40,40,0.2,4,0.002055899938568473,125944,78,928,1
ACO,40,40,0.2,4,0.3195914999814704,40352,0,26113,0
BFS,40,40,0.2,5,0.001509999972768128,202232,78,1253,1
DFS,40,40,0.2,5,0.0037849999498575926,90208,320,765,1
Astar,40,40,0.2,5,0.0015070999506860971,78584,78,614,1
ACO,40,40,0.2,5,0.2049042999278754,39272,0,18764,0
BFS,40,40,0.2,6,0.0013911999994888902,202232,78,1295,1
DFS,40,40,0.2,6,0.0025788999628275633,90208,312,887,1
Astar,40,40,0.2,6,0.002042099949903786,125976,78,858,1
ACO,40,40,0.2,6,0.2519317000405863,40256,0,20230,0
BFS,40,40,0.2,7,0.0017384999664500356,202232,80,1254,1
DFS,40,40,0.2,7,0.002714899950660765,90496,218,862,1
Astar,40,40,0.2,7,0.002024900051765144,125848,80,806,1
ACO,40,40,0.2,7,0.2221739999949932,39392,0,20704,0
BFS,40,40,0.2,8,0.001384599949233234,202232,78,1282,1
DFS,40,40,0.2,8,0.0012618000619113445,61728,324,427,1
Astar,40,40,0.2,8,0.0023141999263316393,126072,78,912,1
ACO,40,40,0.2,8,0.24144459993112832,40088,0,20880,0
BFS,40,40,0.2,9,0.0014458000659942627,202232,78,1270,1
DFS,40,40,0.2,9,0.0017120999982580543,90208,162,565,1
Astar,40,40,0.2,9,0.0024818999227136374,125976,78,1005,1
ACO,40,40,0.2,9,0.2540320000844076,39704,0,24335,0
BFS,40,40,0.2,10,0.0013822000473737717,202232,78,1277,1
DFS,40,40,0.2,10,0.0024240000639110804,90528,274,840,1
Astar,40,40,0.2,10,0.001871699932962656,125944,78,789,1
ACO,40,40,0.2,10,0.2297520999563858,39848,0,19592,0
BFS,40,40,0.2,11,0.0013765000039711595,202232,78,1245,1
DFS,40,40,0.2,11,0.002845900016836822,90496,262,982,1
Astar,40,40,0.2,11,0.0019815999548882246,125848,78,850,1
ACO,40,40,0.2,11,0.26013850001618266,39152,0,24253,0
BFS,40,40,0.2,12,0.001337599940598011,202232,78,1285,1
DFS,40,40,0.2,12,0.0009199000196531415,61568,232,327,1
Astar,40,40,0.2,12,0.001998100080527365,126072,78,918,1
ACO,40,40,0.2,12,0.23725410003680736,40040,0,20234,0
BFS,40,40,0.2,13,0.0014538000104948878,202232,78,1246,1
DFS,40,40,0.2,13,0.00314990000333637,89984,188,1044,1
Astar,40,40,0.2,13,0.0017596000107005239,125944,78,697,1
ACO,40,40,0.2,13,0.1737603999208659,30928,0,10989,0
BFS,40,40,0.2,14,0.0015348999295383692,202232,78,1257,1
DFS,40,40,0.2,14,0.0028959999326616526,90496,202,940,1
Astar,40,40,0.2,14,0.0020700000459328294,126072,78,839,1
ACO,40,40,0.2,14,0.23561140010133386,39512,0,20679,0
BFS,40,40,0.2,15,0.0015165000222623348,202232,78,1248,1
DFS,40,40,0.2,15,0.0015259999781847,90240,296,533,1
Astar,40,40,0.2,15,0.0018191999988630414,125944,78,798,1
ACO,40,40,0.2,15,0.22536229994148016,39128,0,20640,0
BFS,40,40,0.2,16,0.0013906999956816435,202232,78,1277,1
DFS,40,40,0.2,16,0.0009441999718546867,61888,232,313,1
Astar,40,40,0.2,16,0.001105200033634901,78680,78,470,1
ACO,40,40,0.2,16,0.14414830005262047,39776,0,11099,0
BFS,40,40,0.2,17,0.0014051999896764755,202232,78,1296,1
DFS,40,40,0.2,17,0.002723500016145408,90208,208,972,1
Astar,40,40,0.2,17,0.0022444999776780605,125816,78,975,1
ACO,40,40,0.2,17,0.31774620001669973,40256,0,30432,0
BFS,40,40,0.2,18,0.0013250999618321657,202232,78,1248,1
DFS,40,40,0.2,18,0.002839999971911311,90208,226,1033,1
Astar,40,40,0.2,18,0.0017724999925121665,125944,78,792,1
ACO,40,40,0.2,18,0.25935979990754277,39344,0,22982,0
BFS,40,40,0.2,19,0.001344099990092218,202232,78,1271,1
DFS,40,40,0.2,19,0.0031531999120488763,203792,166,1127,1
Astar,40,40,0.2,19,0.001796599943190813,126072,78,809,1
ACO,40,40,0.2,19,0.25686169997788966,39656,0,22767,0
BFS,40,40,0.2,20,0.0018555999267846346,202232,78,1259,1
DFS,40,40,0.2,20,0.001873199944384396,90496,284,477,1
Astar,40,40,0.2,20,0.0026114999782294035,126072,78,908,1
ACO,40,40,0.2,20,0.22468919993843883,39464,0,20000,0
BFS,40,40,0.3,1,0.0013420999748632312,89608,82,1082,1
DFS,40,40,0.3,1,0.0021419000113382936,89344,144,680,1
Astar,40,40,0.3,1,0.0013827000511810184,78488,82,561,1
ACO,40,40,0.3,1,0.21982240001671016,27496,0,17733,0
BFS,40,40,0.3,2,0.001427199924364686,89608,86,1088,1
DFS,40,40,0.3,2,0.0025345999747514725,89728,180,859,1
Astar,40,40,0.3,2,0.0022097000619396567,126072,86,916,1
ACO,40,40,0.3,2,0.2000020999694243,28328,0,14581,0
BFS,40,40,0.3,3,0.0013695999514311552,89608,78,1091,1
DFS,40,40,0.3,3,0.0030134000116959214,89376,146,972,1
Astar,40,40,0.3,3,0.0011144999880343676,78712,78,450,1
ACO,40,40,0.3,3,0.20319690008182079,36440,0,16772,0
BFS,40,40,0.3,4,0.0011692000553011894,89608,78,1010,1
DFS,40,40,0.3,4,0.0015056999400258064,61472,272,485,1
Astar,40,40,0.3,4,0.0010022000642493367,78488,78,399,1
ACO,40,40,0.3,4,0.1779031999176368,36008,0,14838,0
BFS,40,40,0.3,5,0.0012629000702872872,89608,80,1107,1
DFS,40,40,0.3,5,0.0016916999593377113,61440,270,509,1
Astar,40,40,0.3,5,0.001700800028629601,125944,80,650,1
ACO,40,40,0.3,5,0.13539669988676906,36488,0,9792,0
BFS,40,40,0.3,6,0.0012826999882236123,89608,78,1110,1
DFS,40,40,0.3,6,0.002183699980378151,89984,202,737,1
Astar,40,40,0.3,6,0.0010217999806627631,78584,78,432,1
ACO,40,40,0.3,6,0.1605571999680251,28016,0,10946,0
BFS,40,40,0.3,7,0.0011402999516576529,89608,78,1066,1
DFS,40,40,0.3,7,0.0025898999301716685,89728,126,894,1
Astar,40,40,0.3,7,0.0010231999913230538,78520,78,430,1
ACO,40,40,0.3,7,0.25860519998241216,27896,0,23214,0
BFS,40,40,0.3,8,0.0011367000406607985,89608,82,1030,1
DFS,40,40,0.3,8,0.0014546000165864825,61472,204,475,1
Astar,40,40,0.3,8,0.0010664999717846513,78520,82,454,1
ACO,40,40,0.3,8,0.19154159992467612,27880,0,15678,0
