algorithm,maze_rows,maze_cols,density,trial,runtime,peak_memory,path_length,nodes_explored,success
DFS,80,80,0.4,14,0.005208300077356398,243008,266,1863,1
Astar,80,80,0.4,14,0.0033036000095307827,316176,206,1586,1
ACO,80,80,0.4,14,0.3779929999727756,93848,0,12889,0
BFS,80,80,0.4,15,0.004523300100117922,400648,178,2740,1
DFS,80,80,0.4,15,0.0025458999443799257,89536,412,923,1
Astar,80,80,0.4,15,0.002063399995677173,125624,178,968,1
ACO,80,80,0.4,15,0.3543874000897631,93080,0,7644,0
BFS,80,80,0.4,16,0.0029458999633789062,243208,202,2203,1
DFS,80,80,0.4,16,0.002445499994792044,89536,350,826,1
Astar,80,80,0.4,16,0.0036671000998467207,316112,202,1611,1
ACO,80,80,0.4,16,0.3436239999718964,93512,0,9091,0
BFS,80,80,0.4,17,0.005436899955384433,401176,186,3241,1
DFS,80,80,0.4,17,0.005592899979092181,243584,378,1940,1
Astar,80,80,0.4,17,0.002493599895387888,125528,186,1213,1
ACO,80,80,0.4,17,0.3619126999983564,95600,0,10400,0
BFS,80,80,0.4,18,0.0019515000749379396,243208,228,1787,1
DFS,80,80,0.4,18,0.0034559000050649047,243168,340,1223,1
Astar,80,80,0.4,18,0.003192000091075897,315920,228,1520,1
ACO,80,80,0.4,18,0.4217032000888139,92408,0,16337,0
BFS,80,80,0.4,19,0.00553959992248565,400648,184,2972,1
DFS,80,80,0.4,19,0.007392200059257448,242112,300,2237,1
Astar,80,80,0.4,19,0.0038595000514760613,316112,184,1627,1
ACO,80,80,0.4,19,0.3723081999924034,93200,0,9426,0
BFS,80,80,0.4,20,0.0032363999634981155,243208,218,2167,1
DFS,80,80,0.4,20,0.004085100023075938,243328,378,1373,1
Astar,80,80,0.4,20,0.003407499985769391,315824,218,1457,1
ACO,80,80,0.4,20,0.39599200000520796,92936,0,16251,0
BFS,160,160,0.1,1,0.06253039999864995,5270504,318,23026,1
DFS,160,160,0.1,1,0.055343299987725914,2013376,3668,10837,1
Astar,160,160,0.1,1,0.15494749997742474,5046184,318,19747,1
ACO,160,160,0.1,1,1.5645401999354362,562104,0,31758,0
BFS,160,160,0.1,2,0.06666240002959967,5270504,318,23010,1
DFS,160,160,0.1,2,0.054791899980045855,2018928,4900,10395,1
Astar,160,160,0.1,2,0.12737230001948774,2934096,318,19544,1
ACO,160,160,0.1,2,1.3707239999203011,561696,0,35082,0
BFS,160,160,0.1,3,0.06518119992688298,5270504,318,22967,1
DFS,160,160,0.1,3,0.018635299988090992,1204576,2116,3857,1
Astar,160,160,0.1,3,0.13914039998780936,5032992,318,19919,1
ACO,160,160,0.1,3,1.4333619000390172,560736,0,32422,0
BFS,160,160,0.1,4,0.07156060007400811,5270504,318,23030,1
DFS,160,160,0.1,4,0.06376409996300936,2017536,3400,9858,1
Astar,160,160,0.1,4,0.14920869993511587,5022728,318,20216,1
ACO,160,160,0.1,4,1.4750747999642044,562200,0,33789,0
BFS,160,160,0.1,5,0.06793149991426617,5270504,318,23051,1
DFS,160,160,0.1,5,0.09960139996837825,4374768,2714,17676,1
Astar,160,160,0.1,5,0.1339506000513211,5012008,318,20520,1
ACO,160,160,0.1,5,1.5154388999799266,562656,0,33767,0
BFS,160,160,0.1,6,0.07347800000570714,5270504,318,22969,1
DFS,160,160,0.1,6,0.0565984999993816,2009664,3712,10247,1
Astar,160,160,0.1,6,0.12054829997941852,2924360,318,19385,1
ACO,160,160,0.1,6,1.4876204999163747,560880,0,33781,0
BFS,160,160,0.1,7,0.07196730002760887,5270504,318,23057,1
DFS,160,160,0.1,7,0.09626750007737428,2258064,2198,17264,1
Astar,160,160,0.1,7,0.12897900003008544,5031112,318,19831,1
ACO,160,160,0.1,7,1.5189817999489605,562896,0,33671,0
BFS,160,160,0.1,8,0.0741458999691531,5270504,318,23008,1
DFS,160,160,0.1,8,0.05569539999123663,1993312,1560,9623,1
Astar,160,160,0.1,8,0.13299469999037683,5025936,318,20228,1
ACO,160,160,0.1,8,1.4359175000572577,561648,0,33854,0
BFS,160,160,0.1,9,0.07133959990460426,5270504,318,23023,1
DFS,160,160,0.1,9,0.07785080000758171,2206800,4604,13606,1
Astar,160,160,0.1,9,0.14557729999069124,5015336,318,20490,1
ACO,160,160,0.1,9,1.4137949999421835,562008,0,33552,0
BFS,160,160,0.1,10,0.06975080003030598,5270504,318,23056,1
DFS,160,160,0.1,10,0.05858690000604838,2011888,4488,10828,1
Astar,160,160,0.1,10,0.11958689999300987,2885448,318,18856,1
ACO,160,160,0.1,10,1.4553941000485793,562848,0,29970,0
BFS,160,160,0.1,11,0.06794520001858473,5270504,318,23017,1
DFS,160,160,0.1,11,0.07257169997319579,2013376,1866,13337,1
Astar,160,160,0.1,11,0.12176610005553812,2898888,318,19118,1
ACO,160,160,0.1,11,1.4334308999823406,561888,0,23551,0
BFS,160,160,0.1,12,0.06355309998616576,5270504,318,22991,1
DFS,160,160,0.1,12,0.01779840001836419,1208992,2144,3362,1
Astar,160,160,0.1,12,0.1387257999740541,5013960,318,20509,1
ACO,160,160,0.1,12,1.4228234000038356,561216,0,29012,0
BFS,160,160,0.1,13,0.07235639996360987,5270504,318,22977,1
DFS,160,160,0.1,13,0.08256220002658665,2209456,3484,14896,1
Astar,160,160,0.1,13,0.11732750001829118,2927592,318,19448,1
ACO,160,160,0.1,13,1.3547529999632388,560952,0,21696,0
BFS,160,160,0.1,14,0.06683489994611591,5270504,318,23081,1
DFS,160,160,0.1,14,0.08941309992223978,2205136,3838,14252,1
Astar,160,160,0.1,14,0.1434554000152275,5013640,318,20494,1
ACO,160,160,0.1,14,1.4955451999558136,563400,0,38684,0
BFS,160,160,0.1,15,0.06903660006355494,5270504,318,22990,1
DFS,160,160,0.1,15,0.07154519995674491,2179408,3960,14044,1
Astar,160,160,0.1,15,0.1268605999648571,5031448,318,20050,1
ACO,160,160,0.1,15,1.4966585000511259,561240,0,37643,0
BFS,160,160,0.1,16,0.06765890005044639,5270504,318,23032,1
DFS,160,160,0.1,16,0.09720349998679012,4388944,2410,18115,1
Astar,160,160,0.1,16,0.12677129998337477,2935144,318,19564,1
ACO,160,160,0.1,16,1.5001630000770092,562176,0,35380,0
BFS,160,160,0.1,17,0.06300879991613328,5270504,318,23033,1
DFS,160,160,0.1,17,0.09687129990197718,4360368,1840,17936,1
Astar,160,160,0.1,17,0.1264968999894336,5041416,318,19720,1
ACO,160,160,0.1,17,1.6198165999958292,562416,0,33427,0
BFS,160,160,0.1,18,0.0632903000805527,5270504,318,23062,1
DFS,160,160,0.1,18,0.06734750000759959,2017472,1992,12604,1
Astar,160,160,0.1,18,0.15348820004146546,6648592,318,21490,1
ACO,160,160,0.1,18,1.494465499999933,562968,0,31955,0
BFS,160,160,0.1,19,0.06809309998061508,5270504,318,22996,1
DFS,160,160,0.1,19,0.029429999995045364,1252520,2588,5777,1
Astar,160,160,0.1,19,0.12877029995433986,5036968,318,19892,1
ACO,160,160,0.1,19,1.4249158999882638,561360,0,26062,0
BFS,160,160,0.1,20,0.07001110003329813,5270504,318,23072,1
DFS,160,160,0.1,20,0.07201560004614294,2078352,3580,12803,1
Astar,160,160,0.1,20,0.14450589998159558,5031784,318,19803,1
ACO,160,160,0.1,20,1.7348069000290707,563184,0,37133,0
BFS,160,160,0.2,1,0.05585400003474206,4344216,318,20426,1
DFS,160,160,0.2,1,0.08654930000193417,2226416,2386,16990,1
Astar,160,160,0.2,1,0.08867860003374517,2635472,318,13638,1
ACO,160,160,0.2,1,1.302536999923177,500616,0,11299,0
BFS,160,160,0.2,2,0.057364200009033084,4344216,318,20473,1
DFS,160,160,0.2,2,0.09704130003228784,2250960,1698,18068,1
Astar,160,160,0.2,2,0.08385769999586046,2603032,318,13093,1
ACO,160,160,0.2,2,1.4017748999176547,502248,0,22173,0
BFS,160,160,0.2,3,0.055941900005564094,4344216,318,20368,1
DFS,160,160,0.2,3,0.07343729992862791,2000800,1444,13599,1
Astar,160,160,0.2,3,0.08765619993209839,2604184,318,12887,1
ACO,160,160,0.2,3,1.4606770999962464,499584,0,21507,0
BFS,160,160,0.2,4,0.065210499917157,4344216,318,20489,1
DFS,160,160,0.2,4,0.0793676000321284,2108112,2422,15060,1
Astar,160,160,0.2,4,0.08445920003578067,2612872,318,13739,1
ACO,160,160,0.2,4,1.3224514001049101,502152,0,28014,0
BFS,160,160,0.2,5,0.061598300002515316,4344216,318,20467,1
DFS,160,160,0.2,5,0.0667816000059247,2006368,2046,11750,1
Astar,160,160,0.2,5,0.09000440000090748,2601656,318,13300,1
ACO,160,160,0.2,5,1.5490967999212444,501624,0,18477,0
BFS,160,160,0.2,6,0.05674000002909452,4344216,318,20345,1
DFS,160,160,0.2,6,0.01517749996855855,1005712,2288,3018,1
Astar,160,160,0.2,6,0.08765150001272559,2619256,318,13900,1
ACO,160,160,0.2,6,1.4107031000312418,499272,0,24825,0
BFS,160,160,0.2,7,0.06274099997244775,4344216,318,20438,1
DFS,160,160,0.2,7,0.09148280008230358,2207984,1952,17167,1
Astar,160,160,0.2,7,0.08173889992758632,2599864,318,12796,1
ACO,160,160,0.2,7,1.1924062999896705,501312,0,24106,0
BFS,160,160,0.2,8,0.06619969999883324,4344216,320,20411,1
DFS,160,160,0.2,8,0.024010000051930547,1199776,1264,4561,1
Astar,160,160,0.2,8,0.10088319994974881,2637672,320,15081,1
ACO,160,160,0.2,8,1.5120600999798626,500760,0,22139,0
BFS,160,160,0.2,9,0.06019440002273768,4344216,318,20450,1
DFS,160,160,0.2,9,0.0873903000028804,2207632,3080,16080,1
Astar,160,160,0.2,9,0.07630680000875145,2603960,318,12003,1
ACO,160,160,0.2,9,1.325849200016819,501336,0,9885,0
BFS,160,160,0.2,10,0.05385909997858107,4344216,318,20369,1
DFS,160,160,0.2,10,0.03535579994786531,1301960,2630,7020,1
Astar,160,160,0.2,10,0.07930530002340674,2600984,318,12832,1
ACO,160,160,0.2,10,1.4354471999686211,499536,0,21829,0
BFS,160,160,0.2,11,0.06914329994469881,4344152,318,20453,1
DFS,160,160,0.2,11,0.08671399997547269,2146384,1878,16197,1
Astar,160,160,0.2,11,0.08171409997157753,2601368,318,12565,1
ACO,160,160,0.2,11,1.405069199972786,501528,0,25060,0
BFS,160,160,0.2,12,0.05761980009265244,4344216,318,20320,1
DFS,160,160,0.2,12,0.029480200028046966,1202816,1752,6217,1
Astar,160,160,0.2,12,0.08646429993677884,2604376,318,11520,1
ACO,160,160,0.2,12,1.451618899940513,498384,0,28761,0
BFS,160,160,0.2,13,0.05555219994857907,4344216,318,20458,1
DFS,160,160,0.2,13,0.07200099993497133,2090352,3236,13993,1
Astar,160,160,0.2,13,0.09002739994321018,2657928,318,14548,1
ACO,160,160,0.2,13,1.4655138000380248,501648,0,23158,0
BFS,160,160,0.2,14,0.054488199995830655,4344216,318,20352,1
DFS,160,160,0.2,14,0.09120430005714297,2235728,2334,17252,1
Astar,160,160,0.2,14,0.08418570004869252,2607032,318,13533,1
ACO,160,160,0.2,14,1.3761357000330463,498648,0,12805,0
BFS,160,160,0.2,15,0.058174600009806454,4344216,318,20456,1
DFS,160,160,0.2,15,0.026117799920029938,1202752,2372,5390,1
Astar,160,160,0.2,15,0.06703149992972612,2618712,318,10984,1
ACO,160,160,0.2,15,1.4092166000045836,501408,0,15180,0
BFS,160,160,0.2,16,0.05710670002736151,4344216,318,20367,1
DFS,160,160,0.2,16,0.04735380003694445,2000800,3254,9161,1
Astar,160,160,0.2,16,0.08040119998622686,2642296,318,10320,1
ACO,160,160,0.2,16,1.3697542999871075,491640,0,12078,0
BFS,160,160,0.2,17,0.06421810004394501,4344216,318,20449,1
DFS,160,160,0.2,17,0.1015936000039801,4360432,1188,19072,1
Astar,160,160,0.2,17,0.0801376000745222,2603480,318,12721,1
ACO,160,160,0.2,17,1.2626740999985486,501336,0,19061,0
BFS,160,160,0.2,18,0.05771620001178235,4344216,318,20291,1
DFS,160,160,0.2,18,0.03176450007595122,1303240,3266,6509,1
Astar,160,160,0.2,18,0.07123300002422184,2611704,318,11210,1
ACO,160,160,0.2,18,1.4576556000392884,497664,0,22264,0
BFS,160,160,0.2,19,0.05944310000631958,4344216,318,20513,1
DFS,160,160,0.2,19,0.08150720002595335,2161776,2608,15623,1
Astar,160,160,0.2,19,0.08418270002584904,2600760,318,13157,1
ACO,160,160,0.2,19,1.2829443999798968,502608,0,28129,0
BFS,160,160,0.2,20,0.060488599934615195,4344216,318,20447,1
DFS,160,160,0.2,20,0.04600269999355078,1996960,2364,8942,1
Astar,160,160,0.2,20,0.06856699998024851,2635736,318,10525,1
ACO,160,160,0.2,20,1.4513620999641716,500976,0,25076,0
BFS,160,160,0.3,1,0.04629379999823868,2119640,318,17666,1
DFS,160,160,0.3,1,0.012388300034217536,408944,1156,3090,1
Astar,160,160,0.3,1,0.01008250005543232,343576,318,2232,1
ACO,160,160,0.3,1,1.3376130999531597,434184,0,16391,0
BFS,160,160,0.3,2,0.04791649989783764,2112088,318,17550,1
DFS,160,160,0.3,2,0.047104000113904476,1400456,2486,9253,1
Astar,160,160,0.3,2,0.011571599985472858,338136,318,2206,1
ACO,160,160,0.3,2,1.25762350007426,430200,0,13598,0
BFS,160,160,0.3,3,0.050620100111700594,2121368,318,17696,1
DFS,160,160,0.3,3,0.0372948000440374,1248840,2014,7092,1
Astar,160,160,0.3,3,0.026880000019446015,599048,318,3279,1
ACO,160,160,0.3,3,1.4637747999513522,442320,0,14070,0
BFS,160,160,0.3,4,0.04831049998756498,2112920,322,17564,1
DFS,160,160,0.3,4,0.07311170001048595,2003488,1954,14125,1
Astar,160,160,0.3,4,0.0149478999665007,565176,322,2750,1
ACO,160,160,0.3,4,1.286665500025265,432104,0,16339,0
BFS,160,160,0.3,5,0.04868250002618879,2104216,326,17427,1
DFS,160,160,0.3,5,0.08120639994740486,2074480,1366,15943,1
Astar,160,160,0.3,5,0.026839500060305,678952,326,4905,1
ACO,160,160,0.3,5,1.2752661000704393,430176,0,20510,0
BFS,160,160,0.3,6,0.05490099999587983,2119688,326,17677,1
DFS,160,160,0.3,6,0.04758620006032288,1998560,3430,8796,1
Astar,160,160,0.3,6,0.014887399971485138,573336,326,2916,1
ACO,160,160,0.3,6,1.132700299960561,432656,0,14052,0
BFS,160,160,0.3,7,0.04997729999013245,2103816,320,17428,1
DFS,160,160,0.3,7,0.05093510006554425,1996448,1998,10115,1
Astar,160,160,0.3,7,0.03816899994853884,1514808,320,6635,1
ACO,160,160,0.3,7,1.3382536999415606,429432,0,18380,0
BFS,160,160,0.3,8,0.05001150001771748,2115720,318,17616,1
DFS,160,160,0.3,8,0.03430850000586361,1245512,2024,7110,1
Astar,160,160,0.3,8,0.013299799989908934,563800,318,2749,1
ACO,160,160,0.3,8,1.8868888999568298,432384,0,15587,0
BFS,160,160,0.3,9,0.07375280000269413,2115096,322,17596,1
DFS,160,160,0.3,9,0.0997334000421688,1998560,3342,10551,1
Astar,160,160,0.3,9,0.07442870002705604,1611960,322,8210,1
ACO,160,160,0.3,9,1.8973638999741524,439896,0,16457,0
BFS,160,160,0.3,10,0.06901860004290938,2120472,322,17683,1
DFS,160,160,0.3,10,0.04214119992684573,1211080,2706,6072,1
Astar,160,160,0.3,10,0.05890400009229779,1524696,322,6866,1
ACO,160,160,0.3,10,1.8207778999349102,441504,0,21244,0
BFS,160,160,0.3,11,0.06420620006974787,2112472,322,17558,1
DFS,160,160,0.3,11,0.027664899942465127,1199744,1686,4361,1
Astar,160,160,0.3,11,0.036991999950259924,1149520,322,4745,1
ACO,160,160,0.3,11,1.9883880000561476,440304,0,16109,0
BFS,160,160,0.3,12,0.0704714999301359,2121288,324,17703,1
DFS,160,160,0.3,12,0.08235779998358339,1998528,3012,12033,1
Astar,160,160,0.3,12,0.06422389997169375,1579032,324,7416,1
ACO,160,160,0.3,12,2.0165648999391124,433952,0,13702,0
BFS,160,160,0.3,13,0.05787440005224198,2103320,320,17414,1
DFS,160,160,0.3,13,0.014201599988155067,405376,1438,2571,1
Astar,160,160,0.3,13,0.02217070001643151,586056,320,3273,1
ACO,160,160,0.3,13,1.6390476999804378,428016,0,13918,0
BFS,160,160,0.3,14,0.06649360002484173,2108488,322,17499,1
DFS,160,160,0.3,14,0.1552791999420151,2037840,2060,14848,1
Astar,160,160,0.3,14,0.039626199984923005,1512856,322,5618,1
ACO,160,160,0.3,14,1.7903140999842435,431232,0,15385,0
BFS,160,160,0.3,15,0.06358179997187108,2117528,322,17636,1
DFS,160,160,0.3,15,0.056516299955546856,1364808,3424,7891,1
Astar,160,160,0.3,15,0.03353140002582222,679592,322,4733,1
ACO,160,160,0.3,15,1.8882817000849172,432936,0,13503,0
BFS,160,160,0.3,16,0.0599387000547722,2103384,318,17415,1
DFS,160,160,0.3,16,0.02387600007932633,1199744,1864,4250,1
Astar,160,160,0.3,16,0.016036099987104535,567352,318,2568,1
ACO,160,160,0.3,16,1.543593299924396,437040,0,16286,0
BFS,160,160,0.3,17,0.067458700039424,2113560,318,17574,1
DFS,160,160,0.3,17,0.051415299996733665,1257960,1574,7605,1
Astar,160,160,0.3,17,0.010898399981670082,323928,318,1991,1
ACO,160,160,0.3,17,1.515731899999082,431168,0,10200,0
BFS,160,160,0.3,18,0.061407600063830614,2113304,320,17570,1
DFS,160,160,0.3,18,0.03654250002000481,1199680,1766,5933,1
Astar,160,160,0.3,18,0.04170430009253323,1513168,320,5865,1
ACO,160,160,0.3,18,1.4208602000726387,431568,0,8672,0
BFS,160,160,0.3,19,0.055606800015084445,2104856,322,17437,1
DFS,160,160,0.3,19,0.047689400031231344,1314728,3116,7484,1
Astar,160,160,0.3,19,0.03517609997652471,1520152,322,4952,1
ACO,160,160,0.3,19,1.4810307000298053,428816,0,10143,0
BFS,160,160,0.3,20,0.06040670000948012,2096776,318,17319,1
DFS,160,160,0.3,20,0.02127859997563064,446512,1454,3498,1
Astar,160,160,0.3,20,0.026099000009708107,619752,318,3847,1
ACO,160,160,0.3,20,1.8173714999575168,428336,0,7799,0
BFS,160,160,0.4,1,0.04387649998534471,1326656,388,9883,1
DFS,160,160,0.4,1,0.035133900004439056,1192672,820,6232,1
Astar,160,160,0.4,1,0.04284620005637407,1519600,388,7074,1
ACO,160,160,0.4,1,1.8325217999517918,367928,0,14756,0
BFS,160,160,0.4,2,0.039832500042393804,1355184,420,10327,1
DFS,160,160,0.4,2,0.014297800022177398,402976,778,2368,1
Astar,160,160,0.4,2,0.051896699937060475,1520664,420,7395,1
ACO,160,160,0.4,2,1.6599920999724418,371600,0,7893,0
BFS,160,160,0.4,3,0.028944300021976233,1388800,388,10866,1
DFS,160,160,0.4,3,0.011434499989263713,401728,668,2991,1
Astar,160,160,0.4,3,0.02851960004772991,1531760,388,5529,1
ACO,160,160,0.4,3,1.300639999913983,370208,0,13259,0
BFS,160,160,0.4,4,0.029402200016193092,1982232,366,11616,1
DFS,160,160,0.4,4,0.046019600005820394,1311752,1038,9043,1
Astar,160,160,0.4,4,0.028501999913714826,1521904,366,5702,1
ACO,160,160,0.4,4,1.290332300006412,371360,0,8579,0
BFS,160,160,0.4,5,0.011871199938468635,1189768,446,5616,1
DFS,160,160,0.4,5,0.014341200003400445,422320,704,3879,1
Astar,160,160,0.4,5,0.02306419995147735,1196200,446,4963,1
ACO,160,160,0.4,5,1.2363008999964222,367832,0,11208,0
BFS,160,160,0.4,6,0.02736970002297312,1383088,402,10780,1
DFS,160,160,0.4,6,0.020221799961291254,992464,660,4956,1
Astar,160,160,0.4,6,0.04064040002413094,1594296,402,8309,1
ACO,160,160,0.4,6,1.182668299996294,366248,0,10579,0
BFS,160,160,0.4,7,0.023534700041636825,1327152,456,9901,1
DFS,160,160,0.4,7,0.029610599973239005,1192192,794,6879,1
Astar,160,160,0.4,7,0.036729599931277335,1519768,456,7056,1
ACO,160,160,0.4,7,1.342791400034912,371336,0,9767,0
BFS,160,160,0.4,8,0.0293036000803113,1387136,482,10833,1
DFS,160,160,0.4,8,0.03951259993482381,1247144,704,8300,1
Astar,160,160,0.4,8,0.07348190003540367,1764600,482,10009,1
ACO,160,160,0.4,8,1.460318100056611,369512,0,13871,0
BFS,160,160,0.4,9,0.029997800011187792,1982232,446,11343,1
DFS,160,160,0.4,9,0.012507600011304021,402528,1018,3229,1
Astar,160,160,0.4,9,0.032481799949891865,1558416,446,6477,1
ACO,160,160,0.4,9,1.2574950000271201,370904,0,16922,0
BFS,160,160,0.4,10,0.030738399946130812,1982232,378,11563,1
DFS,160,160,0.4,10,0.011251899995841086,402528,832,2772,1
Astar,160,160,0.4,10,0.023501600022427738,661096,378,4907,1
ACO,160,160,0.4,10,1.2250962000107393,371768,0,10450,0
BFS,160,160,0.4,11,0.017157699912786484,1189832,412,7018,1
DFS,160,160,0.4,11,0.013211100012995303,402304,994,3225,1
Astar,160,160,0.4,11,0.021888400078751147,642568,412,4522,1
ACO,160,160,0.4,11,1.2536784999538213,368528,0,10489,0
BFS,160,160,0.4,12,0.026643099961802363,1333888,442,9995,1
DFS,160,160,0.4,12,0.029189700027927756,1191648,868,6544,1
Astar,160,160,0.4,12,0.026991000049747527,1547152,442,5473,1
ACO,160,160,0.4,12,1.2564673000015318,369512,0,6950,0
BFS,160,160,0.4,13,0.03327730007003993,1982168,498,12095,1
DFS,160,160,0.4,13,0.03419039992149919,1193888,1096,7017,1
Astar,160,160,0.4,13,0.04493670002557337,1590200,498,7978,1
ACO,160,160,0.4,13,1.175679099978879,374528,0,8278,0
BFS,160,160,0.4,14,0.017673299997113645,1189832,426,6769,1
DFS,160,160,0.4,14,0.0074887999799102545,244096,844,2100,1
Astar,160,160,0.4,14,0.023645099950954318,1176488,426,4938,1
ACO,160,160,0.4,14,1.3604483000235632,371072,0,10916,0
BFS,160,160,0.4,15,0.0297431000508368,1390208,396,10870,1
DFS,160,160,0.4,15,0.01999150007031858,993808,894,4627,1
Astar,160,160,0.4,15,0.027974699973128736,1526736,396,5770,1
ACO,160,160,0.4,15,1.2457179999910295,371768,0,7550,0
BFS,160,160,0.4,16,0.02557140006683767,1348336,488,10232,1
DFS,160,160,0.4,16,0.01886079995892942,994384,1026,4527,1
Astar,160,160,0.4,16,0.03597139997873455,1527000,488,6997,1
ACO,160,160,0.4,16,1.2812111999373883,370040,0,15214,0
BFS,160,160,0.4,17,0.028709399979561567,1982232,472,11301,1
DFS,160,160,0.4,17,0.010698799975216389,403008,762,2816,1
Astar,160,160,0.4,17,0.05137300002388656,1711576,472,9542,1
ACO,160,160,0.4,17,1.2569119000108913,370448,0,12972,0
BFS,160,160,0.4,18,0.025780800031498075,1336432,424,10024,1
DFS,160,160,0.4,18,0.01244239998050034,402144,816,3278,1
Astar,160,160,0.4,18,0.02733259997330606,1540880,424,5444,1
ACO,160,160,0.4,18,1.3134775999933481,370880,0,16753,0
BFS,160,160,0.4,19,0.022072299965657294,1233392,446,8427,1
DFS,160,160,0.4,19,0.030185099923983216,1191616,716,6288,1
Astar,160,160,0.4,19,0.025780300027690828,1559184,446,5445,1
ACO,160,160,0.4,19,1.1542908999836072,370184,0,10071,0
BFS,160,160,0.4,20,0.017482499941252172,1207728,460,8041,1
DFS,160,160,0.4,20,0.01979300007224083,464048,696,4499,1
Astar,160,160,0.4,20,0.034508600016124547,1546000,460,6656,1
ACO,160,160,0.4,20,1.2749963999958709,367784,0,11664,0
